AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_PROGRAMA_IDIOMA;SG_UF_PROGRAMA;NM_GRAU_PROGRAMA;CD_CONCEITO_PROGRAMA;ANO_INICIO_PROGRAMA;AN_INICIO_CURSO;IN_REDE;SG_ENTIDADE_ENSINO_REDE;DS_SITUACAO_PROGRAMA;DT_SITUACAO_PROGRAMA;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA;DS_CLIENTELA_QUADRIENAL_2017
2016;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;31010016;NI;FIOCRUZ;FUNDACAO OSWALDO CRUZ;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31010016149P7;PRESERVAÇÃO E GESTÃO DO PATRIMÔNIO CULTURAL DAS CIÊNCIAS E DA SAÚDE;PRESERVATION AND MANAGEMENT OF SCIENCES AND HEALTH CULTURAL HERITAGE;RJ;MESTRADO PROFISSIONAL;4;2016;2016;NÃO;NA;EM FUNCIONAMENTO;05FEB2016:00:00:00;121752;57809;ACOMPANHAMENTO
2016;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;31010016;NI;FIOCRUZ;FUNDACAO OSWALDO CRUZ;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31010016150P5;DIVULGAÇÃO DA CIÊNCIA, TECNOLOGIA E SAÚDE;MASTER IN COMMUNICATION OF SCIENCE, TECHNOLOGY AND HEALTH;RJ;MESTRADO;3;2016;2016;NÃO;NA;EM FUNCIONAMENTO;03FEB2016:00:00:00;121659;57742;ACOMPANHAMENTO
2016;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;NÃO SE APLICA;NÃO SE APLICA;28;ECONOMIA;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31011012002P2;ECONOMIA;ECONOMICS;RJ;MESTRADO/DOUTORADO;7;1961;1961/1974;NÃO;NA;EM FUNCIONAMENTO;18JUN2013:00:00:00;121135;57223;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31011012004P5;ADMINISTRAÇÃO;MSC AND PHD IN ADMINISTRATION;RJ;MESTRADO/DOUTORADO;6;1967;1967/1997;NÃO;NA;EM FUNCIONAMENTO;16JUL2013:00:00:00;124063;59934;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31011012009P7;HISTÓRIA, POLÍTICA E BENS CULTURAIS;GRADUATE PROGRAM ON HISTORY, POLITICS AND CULTURAL ASSETS;RJ;MESTRADO PROFISSIONAL;5;2003;2003;NÃO;NA;EM FUNCIONAMENTO;24OCT2012:00:00:00;121145;57233;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;NÃO SE APLICA;NÃO SE APLICA;28;ECONOMIA;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31011012010P5;ECONOMIA;MASTER IN FINANCE AND ECONOMICS BUSINESS;RJ;MESTRADO PROFISSIONAL;5;2001;2001;NÃO;NA;EM FUNCIONAMENTO;17JUN2013:00:00:00;120160;56301;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO DE EMPRESAS;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31011012011P1;ADMINISTRAÇÃO;EXECUTIVE MASTER'S IN BUSINESS ADMINISTRATION;RJ;MESTRADO PROFISSIONAL;5;2002;2002;NÃO;NA;EM FUNCIONAMENTO;03JAN2013:00:00:00;123860;59733;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31011012012P8;HISTÓRIA, POLÍTICA E BENS CULTURAIS;GRADUATE PROGRAM ON HISTORY, POLITICS AND CULTURAL ASSETS;RJ;MESTRADO/DOUTORADO;4;2007;2007/2007;NÃO;NA;EM FUNCIONAMENTO;24OCT2012:00:00:00;121100;57188;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;MATEMÁTICA APLICADA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31011012013P4;MODELAGEM MATEMÁTICA;MATHEMATICAL MODELING OF INFORMATION;RJ;MESTRADO;3;2011;2011;NÃO;NA;EM FUNCIONAMENTO;12DEC2013:00:00:00;120103;56243;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31011012014P0;ADMINISTRAÇÃO;MASTER IN PUBLIC ADMINISTRATION;RJ;MESTRADO PROFISSIONAL;4;2012;2012;NÃO;NA;EM FUNCIONAMENTO;21DEC2012:00:00:00;123917;59804;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;31011012;110;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS/RJ;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31011012015P7;DIREITO DA REGULAÇÃO;LAW;RJ;MESTRADO;3;2014;2014;NÃO;NA;EM FUNCIONAMENTO;20MAY2014:00:00:00;121177;57265;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;31013015;NI;ON;OBSERVATÓRIO NACIONAL;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31013015001P9;ASTRONOMIA;GRADUATE PROGRAM IN ASTRONOMY;RJ;MESTRADO/DOUTORADO;5;1969;1969/1975;NÃO;NA;EM FUNCIONAMENTO;27SEP2013:00:00:00;123955;59828;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOFÍSICA;NÃO SE APLICA;5;GEOCIÊNCIAS;31013015;NI;ON;OBSERVATÓRIO NACIONAL;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31013015002P5;GEOFÍSICA;GEOPHYSICS GRADUATE STUDY PROGRAM OF THE NATIONAL OBSERVATORY;RJ;MESTRADO/DOUTORADO;4;1999;1999/1999;NÃO;NA;EM FUNCIONAMENTO;11MAR2014:00:00:00;124290;60112;AVALIAÇÃO
2016;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;31017010;240;USU;UNIVERSIDADE SANTA ÚRSULA;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31017010005P0;GESTÃO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONTRUÍDO;WORK MANAGEMENT FOR THE QUALITY OF THE BUILT ENVIRONMENT;RJ;MESTRADO PROFISSIONAL;3;2015;2015;NÃO;NA;EM FUNCIONAMENTO;30MAR2015:00:00:00;123759;59652;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;31018017;163;UNESA;UNIVERSIDADE ESTÁCIO DE SÁ;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31018017007P9;DIREITO;POSTGRADUATE PROGRAM IN LAW - UNIVERSIDADE ESTÁCIO DE SÁ;RJ;MESTRADO/DOUTORADO;5;1994;1994/2006;NÃO;NA;EM FUNCIONAMENTO;26OCT2012:00:00:00;125413;61026;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;31018017;163;UNESA;UNIVERSIDADE ESTÁCIO DE SÁ;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31018017008P5;ADMINISTRAÇÃO E DESENVOLVIMENTO EMPRESARIAL;GRADUATE PROGRAM IN MANAGEMENT AND BUSINESS DEVELOPMENT;RJ;MESTRADO PROFISSIONAL;4;1994;1994;NÃO;NA;EM FUNCIONAMENTO;26OCT2012:00:00:00;124459;60271;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;31018017;163;UNESA;UNIVERSIDADE ESTÁCIO DE SÁ;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31018017010P0;EDUCAÇÃO;GRADUATE PROGRAM IN EDUCATION;RJ;MESTRADO/DOUTORADO;4;2000;2000/2009;NÃO;NA;EM FUNCIONAMENTO;26OCT2012:00:00:00;125382;60995;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;31018017;163;UNESA;UNIVERSIDADE ESTÁCIO DE SÁ;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31018017011P6;SAÚDE DA FAMÍLA;GRADUATE PROGRAM IN FAMILY HEALTH;RJ;MESTRADO PROFISSIONAL;4;2005;2005;NÃO;NA;EM FUNCIONAMENTO;26NOV2012:00:00:00;122361;58365;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;31018017;163;UNESA;UNIVERSIDADE ESTÁCIO DE SÁ;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31018017012P2;ODONTOLOGIA;GRADUATE PROGRAM IN DENTISTRY;RJ;MESTRADO/DOUTORADO;4;2010;2013/2010;NÃO;NA;EM FUNCIONAMENTO;05NOV2013:00:00:00;123139;59089;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;31019013;15;UCP/RJ;UNIVERSIDADE CATOLICA DE PETROPOLIS;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;PETRÓPOLIS;ACADÊMICO;31019013001P7;EDUCAÇÃO;GRADUATE STUDIES IN EDUCATION;RJ;MESTRADO/DOUTORADO;4;1986;1986/2012;NÃO;NA;EM FUNCIONAMENTO;07MAR2013:00:00:00;125207;60857;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;31019013;15;UCP/RJ;UNIVERSIDADE CATOLICA DE PETROPOLIS;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;PETRÓPOLIS;ACADÊMICO;31019013002P3;DIREITO;LAW;RJ;MESTRADO;3;2012;2012;NÃO;NA;EM FUNCIONAMENTO;18JUN2013:00:00:00;123880;59767;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;PSICOLOGIA;NÃO SE APLICA;NÃO SE APLICA;37;PSICOLOGIA;31019013;15;UCP/RJ;UNIVERSIDADE CATOLICA DE PETROPOLIS;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;PETRÓPOLIS;ACADÊMICO;31019013003P0;PSICOLOGIA;MASTER IN PSYCHOLOGY;RJ;MESTRADO;3;2012;2012;NÃO;NA;EM FUNCIONAMENTO;21DEC2012:00:00:00;124907;60599;AVALIAÇÃO
2016;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;31019013;15;UCP/RJ;UNIVERSIDADE CATOLICA DE PETROPOLIS;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;PETRÓPOLIS;PROFISSIONAL;31019013004P6;GESTÃO DE SISTEMAS DE ENGENHARIA;MASTER IN MANAGEMENT OF ENGINEERING SYSTEMS;RJ;MESTRADO PROFISSIONAL;3;2013;2013;NÃO;NA;EM FUNCIONAMENTO;06SEP2013:00:00:00;123453;59359;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018001P8;ENFERMAGEM;POSTGRADUATE PROGRAM IN NURSING;RJ;MESTRADO;4;1982;1982;NÃO;NA;EM FUNCIONAMENTO;05JUN2013:00:00:00;122075;58105;AVALIAÇÃO
2016;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018002P4;MEMÓRIA SOCIAL;SOCIAL MEMORY GRADUATE PROGRAM AT THE FEDERAL UNIVERSITY OF THE STATE OF RIO DE JANEIRO;RJ;MESTRADO/DOUTORADO;4;1987;1987/2005;NÃO;NA;EM FUNCIONAMENTO;29JUL2010:00:00:00;122234;58276;AVALIAÇÃO
2016;LINGÜÍSTICA, LETRAS E ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES / MÚSICA;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018003P0;ARTES CÊNICAS;PPGAC;RJ;MESTRADO/DOUTORADO;5;1991;1991/2000;NÃO;NA;EM FUNCIONAMENTO;18JUN2013:00:00:00;123194;59143;AVALIAÇÃO
2016;LINGÜÍSTICA, LETRAS E ARTES;ARTES;MÚSICA;NÃO SE APLICA;11;ARTES / MÚSICA;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018004P7;MÚSICA;MUSIC;RJ;MESTRADO/DOUTORADO;5;1993;1993/1998;NÃO;NA;EM FUNCIONAMENTO;09JAN2014:00:00:00;125129;60780;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;NEUROLOGIA;16;MEDICINA II;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018006P0;NEUROLOGIA;NEUROLOGY POST GRADUATION PROGRAM;RJ;MESTRADO/DOUTORADO;3;2004;2004/2007;NÃO;NA;EM FUNCIONAMENTO;21OCT2013:00:00:00;123991;59871;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018007P6;EDUCAÇÃO;GRADUATE PROGRAM IN EDUCATION;RJ;MESTRADO/DOUTORADO;4;2004;2004/2015;NÃO;NA;EM FUNCIONAMENTO;10FEB2014:00:00:00;124355;60134;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;MUSEOLOGIA;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018008P2;MUSEOLOGIA E PATRIMÖNIO;MUSEOLOGY AND HERITAGE;RJ;MESTRADO/DOUTORADO;4;2006;2006/2011;NÃO;NA;EM FUNCIONAMENTO;28OCT2011:00:00:00;122760;58737;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;CIÊNCIA DA COMPUTAÇÃO;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018009P9;INFORMÁTICA;GRADUATE PROGRAM IN INFORMATICS;RJ;MESTRADO/DOUTORADO;4;2007;2007/2014;NÃO;NA;EM FUNCIONAMENTO;17DEC2013:00:00:00;122035;58065;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018010P7;HISTORIA;HISTORY;RJ;MESTRADO/DOUTORADO;4;2007;2007/2013;NÃO;NA;EM FUNCIONAMENTO;12FEB2014:00:00:00;120764;56874;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;MEDICINA;CIRURGIA;NÃO SE APLICA;17;MEDICINA III;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31021018012P0;MEDICINA;POSTGRADUATE MEDICINE PROGRAM;RJ;MESTRADO PROFISSIONAL;3;2011;2011;NÃO;NA;EM FUNCIONAMENTO;11JUN2013:00:00:00;123479;59385;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018013P6;ENFERMAGEM E BIOCIÊNCIAS;NURSING AND BIOSCIENCES GRADUATE PROGRAM;RJ;DOUTORADO;4;2010;2010;NÃO;NA;EM FUNCIONAMENTO;16JUL2013:00:00:00;122846;58845;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;ZOOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018014P2;CIÊNCIAS BIOLÓGICAS (BIODIVERSIDADE NEOTROPICAL);BIOLOGICAL SCIENCES;RJ;MESTRADO;3;2011;2011;NÃO;NA;EM FUNCIONAMENTO;03JAN2013:00:00:00;122747;58750;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018015P9;DIREITO;GRADUATE PROGRAM IN LAW AND PUBLIC POLICY;RJ;MESTRADO;3;2012;2012;NÃO;NA;EM FUNCIONAMENTO;16OCT2013:00:00:00;123261;59177;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;GENÉTICA;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018016P5;BIOLOGIA MOLECULAR E CELULAR;CELL AND MOLECULAR BIOLOGY;RJ;MESTRADO;3;2011;2011;NÃO;NA;EM FUNCIONAMENTO;30MAR2012:00:00:00;122753;58756;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;NÃO SE APLICA;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31021018017P1;ALIMENTOS E NUTRIÇÃO;FOOD AND NUTRITION PROGRAM;RJ;MESTRADO/DOUTORADO;3;2011;2011/2015;NÃO;NA;EM FUNCIONAMENTO;08APR2013:00:00:00;120146;56283;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;CIÊNCIA DA INFORMAÇÃO;BIBLIOTECONOMIA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31021018018P8;BIBLIOTECONOMIA;GRADUATE PROGRAM IN LIBRARY SCIENCE;RJ;MESTRADO PROFISSIONAL;3;2012;2012;NÃO;NA;EM FUNCIONAMENTO;27SEP2013:00:00:00;120069;56210;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;CIÊNCIA DA INFORMAÇÃO;ARQUIVOLOGIA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31021018019P4;GESTÃO DE DOCUMENTOS E ARQUIVOS;RECORDS AND ARCHIVES MANAGEMENT;RJ;MESTRADO PROFISSIONAL;3;2012;2012;NÃO;NA;EM FUNCIONAMENTO;24MAY2012:00:00:00;122720;58697;AVALIAÇÃO
2016;LINGÜÍSTICA, LETRAS E ARTES;ARTES;TEATRO;NÃO SE APLICA;11;ARTES / MÚSICA;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31021018020P2;ENSINO DE ARTES CÊNICAS;PROGRAM IN EDUCATIONAL PERFORMING ARTS;RJ;MESTRADO PROFISSIONAL;3;2013;2013;NÃO;NA;EM FUNCIONAMENTO;19MAR2014:00:00:00;122825;58819;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;DOENÇAS INFECCIOSAS E PARASITÁRIAS;16;MEDICINA II;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31021018021P9;INFECÇÃO HIV/AIDS E HEPATITES VIRAIS;MASTERS DEGREE IN INFECTION HIV / AIDS AND VIRAL HEPATITIS;RJ;MESTRADO PROFISSIONAL;3;2013;2013;NÃO;NA;EM FUNCIONAMENTO;03JAN2013:00:00:00;119732;56002;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31021018022P5;SAÚDE E TECNOLOGIA NO ESPAÇO HOSPITALAR;HEALTH AND TECHNOLOGY AT THE HOSPITAL ENVIROMENT;RJ;MESTRADO PROFISSIONAL;3;2013;2013;NÃO;NA;EM FUNCIONAMENTO;20FEB2014:00:00:00;124487;60301;AVALIAÇÃO
2016;LINGÜÍSTICA, LETRAS E ARTES;ARTES;MÚSICA;NÃO SE APLICA;11;ARTES / MÚSICA;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RIO DE JANEIRO;PROFISSIONAL;31021018024P8;ENSINO DAS PRÁTICAS MUSICAIS;TEACHING OF MUSICAL PRACTICES;RJ;MESTRADO PROFISSIONAL;3;2014;2014;NÃO;NA;EM FUNCIONAMENTO;17MAR2014:00:00:00;120671;56802;AVALIAÇÃO
